@relation train_big

@attribute AccX1 numeric
@attribute AccZ1 numeric
@attribute GyrY1 numeric
@attribute AccX2 numeric
@attribute AccZ2 numeric
@attribute GyrY2 numeric
@attribute AccX3 numeric
@attribute AccZ3 numeric
@attribute GyrY3 numeric
@attribute AccX4 numeric
@attribute AccZ4 numeric
@attribute GyrY4 numeric
@attribute AccX5 numeric
@attribute AccZ5 numeric
@attribute GyrY5 numeric
@attribute AccX6 numeric
@attribute AccZ6 numeric
@attribute GyrY6 numeric
@attribute AccX7 numeric
@attribute AccZ7 numeric
@attribute GyrY7 numeric
@attribute AccX8 numeric
@attribute AccZ8 numeric
@attribute GyrY8 numeric
@attribute AccX9 numeric
@attribute AccZ9 numeric
@attribute GyrY9 numeric
@attribute AccX10 numeric
@attribute AccZ10 numeric
@attribute GyrY10 numeric
@attribute AccX11 numeric
@attribute AccZ11 numeric
@attribute GyrY11 numeric
@attribute AccX12 numeric
@attribute AccZ12 numeric
@attribute GyrY12 numeric
@attribute AccX13 numeric
@attribute AccZ13 numeric
@attribute GyrY13 numeric
@attribute AccX14 numeric
@attribute AccZ14 numeric
@attribute GyrY14 numeric
@attribute AccX15 numeric
@attribute AccZ15 numeric
@attribute GyrY15 numeric
@attribute AccX16 numeric
@attribute AccZ16 numeric
@attribute GyrY16 numeric
@attribute AccX17 numeric
@attribute AccZ17 numeric
@attribute GyrY17 numeric
@attribute AccX18 numeric
@attribute AccZ18 numeric
@attribute GyrY18 numeric
@attribute AccX19 numeric
@attribute AccZ19 numeric
@attribute GyrY19 numeric
@attribute AccX20 numeric
@attribute AccZ20 numeric
@attribute GyrY20 numeric
@attribute Label {up,down,left,right,tilt_left,tilt_right}

@data
-69,1312,-4634,-151,-133,62500,268,-848,-35731,287,-1465,-48780,0,-256,-39512,-334,1007,37621,-13,294,47012,5,27,-9390,25,94,-5853,7,-43,60,-17,30,-6707,-73,-13,-6280,83,32,8841,-66,-39,9695,77,-10,-6524,-7,-1,-487,-4,39,-1890,0,15,365,5,16,-2560,-31,-38,3414,left
-86,1005,61036,11,141,-52621,368,-2421,18048,-150,-505,-19329,-164,936,-12926,-42,569,32439,147,124,-24390,-13,4,-10548,-112,158,12926,80,19,-1524,31,-58,-9390,-30,-11,4512,-5,-73,3414,-35,51,-4573,24,33,-2743,-22,-13,3292,48,-16,1707,-40,4,-6036,2,22,1280,16,-20,2560,left
-413,900,-42560,-141,528,16524,435,-263,-6768,201,-729,63780,-94,-1431,-19390,-42,408,-30731,117,261,50487,13,196,-20182,-187,99,-1341,33,67,-8109,156,-7,-914,-69,-3,7256,-29,-25,-7926,23,23,609,15,10,3109,-8,-12,-4817,-15,19,5487,9,-19,2378,-6,-20,-8536,-2,37,914,left
-233,1166,-7256,405,-1361,60304,7,-625,-57439,-101,182,32378,-38,205,8231,-49,413,-21463,24,74,-8963,-44,-43,-4024,59,-8,4024,-9,-12,-1890,-28,6,-6097,10,67,975,-4,-18,-670,24,6,670,10,-36,2682,-47,24,-6646,2,34,4878,9,-52,2926,42,23,-3719,-42,10,-1951,left
-255,1004,-1768,275,-456,39939,169,-1413,-28353,-172,-213,-65000,-151,510,52743,154,271,20609,35,240,-9146,-18,34,2804,8,80,-2926,-36,-138,8109,15,90,-14695,13,-39,3597,-50,-28,609,67,13,-426,-61,39,4390,4,-47,-4756,0,9,-792,-8,-6,-1463,-1,7,243,26,27,-670,left
-184,1080,8170,143,-732,36524,45,-545,-68109,103,-1112,-4817,-140,713,16402,77,197,49390,10,104,-23170,2,134,-13597,-46,137,6341,-36,0,-5426,-29,-18,5487,38,-15,-9939,49,-15,2439,-7,-17,182,-30,63,3292,-12,-69,-2621,4,-18,3353,-16,57,-1341,67,-33,3048,-46,2,-3658,left
-53,1017,-17743,-179,-129,42926,52,-162,-7012,324,-937,53597,225,-563,-51097,-361,277,-33719,-36,61,36280,119,298,-13109,-89,192,-10304,23,0,-10609,-13,20,22378,-16,6,-10792,-2,23,-10792,-28,9,7621,44,-4,14207,8,-45,-16219,-28,48,4878,-10,-78,3231,-4,64,-2256,-6,-41,-2682,left
-233,1024,20487,106,-365,18597,173,-1214,-4146,21,-344,-35060,9,104,18231,41,214,-853,-118,246,-12378,61,169,-5548,53,110,-10609,-136,55,9329,59,-32,121,-12,36,4634,30,-94,-182,1,51,-1646,-9,-31,1585,-50,4,-2682,4,47,2987,49,-20,-3414,-23,51,0,0,-57,3109,left
215,-977,16768,-153,93,-18536,-48,491,6768,-129,169,1036,83,194,-2743,50,33,4634,-8,-46,-1219,22,-22,-20121,-39,-4,11402,19,28,-3231,23,12,2012,-15,-10,4634,-42,47,-2987,24,-57,-670,4,80,-2621,1,16,2621,-9,-60,853,-13,19,-2195,7,-29,2865,11,64,-2500,left
493,-901,-20304,-56,-407,30060,-612,895,9756,110,1526,-43963,84,321,-34451,-4,-1959,94207,308,469,-37500,-184,66,-4268,-12,-93,-2987,54,20,2804,-56,6,4512,7,41,2865,20,-52,-365,-1,18,-1341,-23,16,182,17,-6,-1585,0,23,1646,-3,-11,1097,1,0,-487,0,11,365,right
187,-1007,-7317,-18,-135,10975,27,240,-51951,-511,745,51280,196,964,-29268,-32,-375,21585,130,-924,1646,158,391,-1219,-202,-17,-4573,144,-42,-2195,-63,0,10243,1,37,-3414,23,-8,-1402,-15,35,4451,-8,-2,-365,16,-11,-1829,-14,27,3170,10,-7,-487,-6,-6,-1402,14,-13,2439,right
126,-1115,-2926,-30,-272,24207,-249,1424,-71463,-100,499,-243,147,324,-2926,145,-808,53963,11,-169,4024,-97,122,-10792,47,6,-1646,-3,-35,5365,-8,45,121,-19,-30,3414,19,3,-4817,-11,17,6463,5,15,-1402,-2,-37,-3231,0,8,2560,-6,-10,609,35,-9,-975,-24,4,975,right
432,-981,-26219,-202,-8,21646,-557,588,103292,120,875,-194817,173,646,-33841,-28,-1385,144329,228,323,-29451,-227,23,8048,83,-81,5548,14,47,-5975,-67,-56,7865,68,64,-4085,-54,-63,1158,27,81,-243,-13,-61,2012,17,45,-2621,-23,-60,1097,-8,70,7134,21,-80,-1768,-29,106,487,right
279,-1032,-23109,-60,-272,17073,-427,576,45182,111,1114,-107012,107,453,16524,40,-375,29573,56,-390,1951,-102,-347,15670,-20,116,-1524,95,11,3658,69,-14,5792,-119,29,-4817,-36,17,-6036,5,35,5853,67,-109,-2134,-24,-18,1524,-2,57,-6219,-9,-85,9024,9,33,-1524,-5,-14,-4695,right
124,-1149,3292,-38,188,-43536,-273,500,-17378,-63,1368,-39817,1,-72,91951,345,-331,-22804,38,-277,10792,-132,-35,16341,-38,-98,8292,30,-33,2378,36,22,-8475,-14,-8,2865,-4,9,-2256,-8,-4,1158,13,19,-2073,1,-27,426,-13,0,792,0,-21,-1219,0,20,426,-2,-33,-670,right
127,-1174,-25975,-180,226,38841,-87,1108,-70060,-19,507,37682,147,72,-9329,100,-391,13231,-74,-270,20426,-14,-67,-1829,-25,14,-4024,29,32,1097,23,-21,-426,-19,-8,-1158,-15,-29,-731,0,20,1890,6,-11,0,-6,21,-426,25,-16,975,-15,3,548,-6,29,-853,6,-9,1036,right
74,-1027,5548,-145,-914,-27439,110,1504,7926,-181,762,-20548,-12,244,13841,116,62,-6951,97,54,-15121,-123,-921,52560,93,351,-21646,-48,-90,5609,41,-48,-4390,-14,93,5121,3,-68,-2987,-10,17,9634,5,-9,-1036,-15,43,-1890,-4,-20,-1341,32,0,-670,-26,-30,5060,3,38,-2682,right
82,-1461,18048,63,47,-17987,-124,1131,-95182,-152,745,69573,19,70,-6951,89,-139,-1402,33,-211,15000,-17,-259,18902,-19,33,-853,27,-41,-304,11,44,-4207,-24,-2,4512,4,33,-487,26,-34,-182,-19,-24,-1829,-15,55,1402,21,-22,2256,-2,0,-853,-28,-10,1219,38,15,-3536,right
222,-1219,31219,-76,121,-20487,-470,354,30975,-13,2003,-80060,125,-2,-9878,257,-799,32682,-130,-655,25060,69,107,-4390,-41,318,182,20,-178,-2621,-3,-56,6341,53,52,-4756,-1,-24,-1890,-48,42,2134,0,-35,-548,27,36,-2134,1,9,-853,-20,-32,1646,-3,39,1219,8,14,-670,right
146,-1174,12134,-138,67,4329,53,194,-2560,-249,1009,37743,-20,772,-89878,209,80,5792,29,-824,22256,-55,-269,9207,26,166,-7378,4,-101,5548,28,5,-1585,-62,22,-3414,29,5,4756,0,18,1036,-20,15,-243,24,-30,3292,-5,5,-2317,1,-28,182,-15,9,-1585,17,-11,1707,right
520,-1171,-31951,-397,6,-7865,-386,1605,-22378,-61,709,35853,-66,267,-5182,237,-1519,61707,249,68,-21646,-44,247,-12560,-187,-40,1341,59,103,-6646,46,-100,8231,-11,-4,914,-28,83,-3841,-2,-46,4390,33,-71,1890,-15,68,-2865,-6,36,365,-14,-59,3475,31,0,-1951,-10,26,-1951,right
-142,-1329,15975,216,875,-53597,32,143,44085,1,-155,4268,36,-1581,22317,-574,1649,-106158,877,607,118597,-430,-316,-47317,37,-169,304,10,-51,-7378,35,-133,4573,0,81,14451,-45,-40,-2500,19,16,-6219,-32,28,-304,94,41,-2804,-100,-41,-2317,49,-16,8780,-30,71,-9024,-7,-6,2317,right
255,-926,19756,-375,426,-61463,-294,1701,34817,375,-790,26951,112,-341,-3170,-28,-102,-10853,62,43,-3170,-71,53,548,37,-28,1646,-78,-17,-365,35,20,853,2,15,-914,-18,-34,1280,7,48,-121,-11,-56,-1158,-8,12,121,-7,14,-1646,37,-6,243,-7,0,2195,-13,8,-548,right
-428,994,-75731,187,-195,63475,205,-484,23109,36,-68,-5060,35,-138,-304,-2,-47,-365,-37,40,-3170,-16,25,-975,18,-1,-1768,-41,57,-3597,41,-32,7195,-32,18,-4634,-2,0,1890,25,-51,-1036,0,5,2560,18,-19,-487,0,1,-1585,-18,31,1707,-13,19,-3231,20,-21,2439,right
402,-1244,-5609,-617,583,-4085,-185,1821,-54390,239,-437,-10426,39,-620,80243,216,70,11280,-74,-84,1585,-81,-72,-7500,3,78,-6036,44,-34,-5792,-27,51,-2621,-20,0,3353,-1,-16,-1158,12,6,121,11,-12,-6097,-15,11,6280,20,-23,2743,6,-11,914,-2,13,-2317,-37,1,1707,right
257,-965,24939,-216,-325,6097,-171,1176,-36646,284,750,-2195,-43,-704,2378,5,-372,-304,-45,36,-6402,4,18,3841,3,9,182,25,-18,5182,-32,-20,-3597,16,33,-2134,-2,-4,6585,17,20,-2317,-14,-7,-975,-17,-4,975,23,-10,60,-8,22,-670,-8,-42,1036,3,40,-121,right
41,-1029,-1097,-235,529,-11280,122,1133,-19878,37,49,24085,85,-368,15060,-109,-166,-8536,55,-20,-4268,-13,-47,6768,35,29,-2621,3,0,1524,-22,41,731,-3,-44,-914,-1,16,-792,16,8,670,-12,-3,1036,5,1,914,-13,-25,-853,44,-11,3719,-34,16,-2621,-3,5,1463,right
440,-1080,365,-645,619,-65304,-273,1525,11524,193,173,-28841,183,-923,78658,68,-56,13475,-7,53,-1463,-34,-35,-6951,-19,33,-5000,29,-25,3658,-45,53,-2195,20,-8,2012,24,20,-5060,2,-67,-2500,-6,67,-731,-2,0,5548,-16,-44,975,16,-12,2926,-7,42,-1707,1,-14,-3536,right
213,-1226,27317,-93,-351,-15548,-487,981,-121,542,1205,-6463,26,-530,-11890,-53,-528,3414,-39,-81,-12317,-6,92,5243,-38,-20,4634,32,-21,6768,-50,25,-5487,27,9,3292,-3,-11,2256,7,-1,-304,-13,19,-1585,21,-21,1219,-6,24,-243,4,-23,1524,7,-31,1646,-21,28,-2073,right
439,-1068,6036,-602,77,-18475,-17,1756,3231,70,1055,-100670,-49,-1227,90670,137,-419,32134,78,108,-1463,-41,2,-11951,-38,36,-7560,2,-24,7926,0,34,-5060,0,-17,7256,36,-27,1280,-18,8,-2987,0,-20,426,-14,47,-3414,11,-9,914,-23,-13,2134,5,6,-914,8,10,365,right
136,-1080,40426,-186,-933,37195,-351,1291,-29817,666,1551,-36219,84,-243,-43658,-249,-810,24085,-80,-63,-1768,-12,-62,4024,-7,41,-5853,40,41,6524,-23,24,2500,-2,14,-2987,21,-20,2682,-5,-19,3841,0,15,-1829,6,-27,1585,-14,-3,-792,-15,22,-792,16,14,-304,8,-42,1341,right
26,-929,30121,-72,459,-47195,-217,1211,17378,233,336,-1890,56,-525,3597,-48,-403,-8475,73,72,3658,47,-86,4634,-112,106,-8841,-44,-62,5609,51,-38,6158,-25,35,-3841,6,-69,4024,3,21,-4817,20,54,-3780,-2,-3,731,11,-27,4146,-20,-35,1036,22,6,2743,-49,35,-5182,right
111,-1026,12682,-216,-2,32987,-199,1629,-70853,251,94,9817,-64,-46,-4207,253,-65,1036,18,-415,15914,-198,-104,14939,-43,-23,-2500,66,87,-13353,71,9,-6219,-24,-23,10731,-49,10,-5182,9,2,3536,44,-20,365,-31,40,-365,9,-22,-975,-10,-10,1646,-2,20,-548,10,-9,-731,right
332,-1434,6341,260,-863,18597,-1119,2654,-51036,832,282,111707,-424,-504,-69634,125,-299,-27073,44,-262,12195,8,80,1524,-4,46,-10121,-77,-55,10609,67,59,-7743,-6,32,-2256,-23,25,-4512,-2,-20,2256,11,-7,7073,-21,-14,-7926,47,20,10548,-69,11,3902,93,-43,-7560,-77,69,-1402,right
356,-1076,4268,175,-1329,71646,-1007,3064,-76463,609,862,103414,-8,-1158,-65365,-139,-250,-58536,84,-170,22621,-40,-14,-7378,-3,-4,3780,21,-25,6585,6,-12,-2682,-38,39,-2012,19,55,9268,-66,-24,-5975,6,65,-4695,33,-16,-3780,28,-83,792,-2,20,121,31,-1,6036,-2,51,5853,right
225,-1430,27682,43,-1126,6158,-568,3797,-25304,389,-372,57743,-115,-594,-38780,-94,-122,-39451,180,-252,17743,-6,-24,-11585,-83,47,6219,-11,-4,-3414,-24,23,-2987,32,-44,5487,-23,-2,-2560,27,24,1158,0,-7,-548,-7,-14,548,-12,2,3597,-1,1,-6219,-1,20,-182,13,-6,4939,right
238,-1605,39329,93,-41,-63048,-511,2644,62012,526,508,86219,-312,-860,-97865,-148,-394,-38231,101,-194,-792,68,-93,1463,-55,-19,3597,22,-14,4878,-3,4,731,-24,63,-3414,6,30,-3170,0,-28,2134,15,-4,2317,-34,0,3231,-18,39,-975,35,-41,-3353,-20,15,2987,20,2,2682,right
386,-1689,44085,-34,-607,-60853,-502,4373,51341,554,-1397,59024,-495,-40,-102378,-62,-457,-2439,204,-205,9573,-24,-57,1219,-48,-36,-8414,-16,132,-8170,49,-25,9390,0,-56,4939,-21,36,-2195,29,-33,3414,-57,71,-2865,77,-39,-1829,-5,-59,5609,-40,69,-5670,-25,7,1646,44,-3,1219,right
136,-1628,19573,-134,-750,-26402,-391,4134,55548,936,-719,55243,-432,-536,-66829,-320,-352,-46707,219,-104,7560,9,-47,-2926,-38,-79,-6951,23,18,9573,-36,24,2439,26,-30,548,-16,41,-5792,-3,13,5060,11,-44,2865,2,13,-4695,-27,4,2500,53,-18,-1097,-39,30,-1585,-13,32,-792,right
336,-1339,26951,-18,-661,-37621,-529,2926,46890,743,377,80609,-464,-723,-94146,-154,-259,-35304,93,-350,12195,96,-31,1585,-105,22,-10670,22,-13,2804,-11,1,5792,16,-12,6585,-10,33,-4390,-30,23,-2926,12,-5,6219,43,-18,-1585,-77,14,-4695,78,-35,8292,-14,32,-5060,-28,28,-1097,right
213,-1159,-10243,182,-995,-58475,-803,3133,195792,1021,317,56524,-414,-785,-130243,-318,-166,-79085,161,-360,19512,-7,-7,5670,8,-122,121,-50,48,-60,7,33,609,19,-54,2317,1,4,-1097,1,22,1768,-20,24,-792,-1,-23,-914,-15,-30,3353,31,36,-1829,-6,2,-2743,-1,0,3902,right
296,-981,3780,344,-1104,7621,-1404,2633,43658,1371,1036,87865,-280,-1025,-80853,-463,-113,-87804,217,-320,22317,-22,-41,2804,-68,-62,304,25,4,-2560,-41,31,-5731,8,4,5243,29,-12,5914,18,-12,-2621,3,9,-2682,-52,43,-2439,19,-57,5609,-2,10,-1341,13,5,853,4,-15,853,right
101,-1078,9695,-115,-359,-6158,-343,1538,26951,1056,1391,134451,-332,-923,-128414,-495,-204,-67378,113,-225,21829,-39,-51,-6097,44,-128,12987,18,-49,7804,30,20,-4329,-67,-4,1402,0,49,-4146,-9,-35,-1280,22,49,975,1,-26,-365,-4,52,-1524,-5,-37,3841,10,7,-3414,-11,18,-1524,right
328,-1322,10853,-315,-88,-27317,-307,2319,28475,394,54,75000,-83,-561,-35000,18,-246,-42073,58,5,-11341,-26,-46,1402,-4,-63,4817,-41,-54,1463,-14,57,-5243,39,-5,60,-33,-29,2621,-15,64,-3902,32,-31,3963,-2,-35,-2926,-35,60,-5975,31,-65,12012,-11,44,-6158,1,-9,2865,right
219,-1227,15304,-261,-19,-31341,31,1280,25914,501,2285,1646,-574,-1962,48963,114,-304,-65121,27,-56,2012,-31,-28,7073,-20,20,-3109,5,-20,1341,29,-12,-4207,-73,4,-426,36,0,2987,31,-37,-2560,-14,25,-1951,-19,14,1890,-9,-37,792,4,24,-243,27,1,548,3,-16,-243,right
87,-1231,17256,-205,-266,-8475,106,2040,52378,301,458,33658,-330,-476,-66646,0,-411,-45975,22,-83,6768,14,-86,11951,-34,-23,-4268,-16,19,548,-8,-33,2865,30,-4,-4146,-22,44,1219,20,-23,4878,5,-1,-1036,-17,-28,2317,0,33,-4146,16,-9,914,-24,8,-670,23,10,-914,right
-186,-1286,8963,159,-565,-26951,387,2881,69512,-249,65,28231,-103,-762,-15182,-53,-135,-56036,27,-189,-9573,60,19,-1463,-8,11,-6280,-44,-57,4695,26,47,-609,-40,-26,1219,-19,31,4146,43,-3,2317,-20,-12,365,23,-23,-2378,-15,-8,-1585,-21,-6,548,31,35,-1829,-17,-18,1341,right
26,-1441,37378,-312,52,-2134,837,2057,90060,59,1168,-18292,-361,-1316,-68719,-325,-329,-44329,74,-280,7804,29,116,-10914,-3,-128,3719,-20,52,4329,-15,11,2195,45,62,-2865,7,-233,11768,-24,158,-19634,-59,86,-853,22,-97,8841,6,-62,1890,20,49,2073,14,85,2134,18,59,-4390,right
121,-1158,24207,168,-432,-11768,-732,1844,26707,527,910,20914,-143,-510,-10000,97,-494,-45426,-74,-194,-11463,48,27,-4878,23,-50,11341,-3,-9,-2743,-32,50,1463,-18,-6,6951,12,-31,-2500,-11,29,1280,-43,11,1890,8,-21,-2621,19,-35,1524,14,30,-5121,0,23,1585,-1,3,-2926,right
85,-1106,17743,26,-242,8109,-172,1469,426,104,1592,26646,-9,-1059,16463,-108,-489,-57804,52,40,-25182,-27,-135,3780,46,-79,16646,23,-15,-3841,-34,11,2439,20,-10,-6707,-37,17,-2378,30,-43,2865,-22,38,-2439,56,25,6890,-26,-15,487,-1,-22,3231,-22,21,-4695,11,26,-4390,right
198,-946,9695,-43,-253,18841,-414,1269,-17317,324,1325,24573,154,-646,8353,-211,-547,-25731,-27,-102,-14085,26,-119,2195,24,62,-11097,-1,-89,9390,0,-18,-5792,-55,116,2560,10,-52,914,5,8,-1280,0,9,4512,10,-25,2743,8,-8,-4512,-6,-9,-670,25,-35,2987,-9,51,-1890,right
239,-983,26463,-33,-283,13048,-394,1620,27012,338,838,5000,-7,-658,-10731,-222,-424,-38475,0,-11,-29634,54,-103,1829,36,-63,7073,13,24,-8109,-19,36,1280,-25,-38,8231,0,-20,-1707,7,52,2256,-16,13,-2987,20,-21,-2987,-18,-6,1158,6,18,-3170,-2,9,3231,7,1,-548,right
494,-1313,20121,-192,20,-61524,-640,2128,84024,366,398,79329,29,-771,-46280,-41,-328,-82317,-45,-4,-6707,51,-53,3109,41,-144,11707,-58,140,3963,61,-67,121,-80,40,-5182,-1,0,5182,4,-6,-3353,36,5,2378,-6,-40,-3292,-15,26,2012,8,17,-1036,-52,-8,-1158,54,-3,365,right
131,-1219,26768,304,-748,914,-322,1856,-975,-181,2084,22500,156,-1375,30548,-100,-252,-69146,0,-177,-8170,1,-171,-7256,-34,-18,-5426,43,-47,12012,-2,55,-10548,-8,-7,6341,-36,41,-3475,36,-13,6219,3,-15,1768,21,-2,-1829,-49,25,-1463,21,-37,731,-12,49,-4024,26,1,6646,right
264,-1042,13109,152,-501,792,-328,879,33963,-244,1895,36585,326,-54,-8841,-237,-842,-69268,-104,-324,-20243,135,-15,1768,25,-54,6951,30,-28,6402,-48,93,-4695,-13,-52,-5731,28,-27,3780,-18,17,4390,62,-44,1036,-55,49,-5060,-12,10,1524,7,3,5914,75,-36,-3780,-52,54,1890,right
41,-1194,3353,253,-465,30609,-64,633,365,-264,1961,86829,260,218,-33597,-335,-592,-102621,7,-298,3963,83,-292,-3353,38,-87,-1402,24,29,3414,-20,47,-1646,-25,32,11219,-23,41,-2621,22,-27,3414,-20,-44,-426,44,29,-2682,-25,12,-853,-23,21,-7073,29,-4,7926,15,-1,609,right
98,-1081,36097,240,-612,-13963,-421,1138,15670,127,2087,14817,219,-227,-19390,-327,-1090,-10853,-19,-38,-33780,64,-269,15243,14,-42,-5792,-40,82,-10000,23,25,3109,-35,6,4329,41,32,2195,20,-59,8109,-30,-7,-2256,-11,40,-5243,1,5,5853,-10,-12,-853,14,-10,365,3,13,2378,right
138,-1081,22012,252,-746,16890,-480,1694,21402,441,1698,23902,78,-802,-14695,-604,-395,-82378,133,-375,5548,51,-83,-3658,-21,-49,1829,6,68,-4268,-6,50,-5121,15,4,14268,-2,-12,-670,3,39,-792,0,-30,-3536,18,3,3414,-38,10,-1402,1,0,487,26,-3,2804,33,-19,731,right
155,-1416,29390,10,-248,-14573,-323,2221,55914,463,1018,-5121,-127,-783,-46524,-442,-420,-27743,190,-285,4329,12,-92,3902,55,23,-2865,-32,10,-5000,20,21,5365,-17,9,-4939,10,-28,6585,-15,34,-121,-35,8,1219,0,-31,-1402,46,23,-3353,-5,-14,2865,4,20,792,-1,-17,-121,right
25,-1297,43963,170,-1008,-18170,-289,4426,-10853,664,-1204,37743,-675,-831,-59451,46,359,-11280,104,-473,21402,-72,164,-14146,41,-29,14512,0,-68,6036,-71,2,-11341,42,-16,10731,-12,14,-3536,24,23,-1158,-41,-19,-4207,43,12,1707,-4,-11,6707,-25,-28,-7500,19,25,670,0,8,3902,right
53,-1292,1524,168,-571,26219,-748,2713,-3170,764,282,-60365,-319,-735,-1036,46,-288,14390,46,5,15792,-8,-1,4512,-40,-32,-3780,51,-16,5670,-38,33,-2804,27,-4,6524,-31,7,-1280,-28,-16,548,59,-55,-3109,9,4,-5182,9,17,2317,-29,31,-3597,25,-21,8475,-8,54,-7256,right
-22,-1573,69268,685,-1663,-23902,-1581,4888,-131158,1317,-511,133780,-284,-513,-93597,-180,-547,39268,106,-80,13170,-119,69,-5182,64,-119,11158,-43,-7,-7865,25,-57,1219,22,-5,-3536,-21,40,-6524,-27,36,11219,93,-103,4085,-47,88,-5975,-8,10,975,-30,-19,2743,49,-32,-6158,-16,15,-3292,right
136,-1897,38048,-323,248,-34573,403,3681,6951,-49,-1308,-13170,-351,-234,-19024,145,-315,21707,52,-136,-5853,-89,41,10853,13,-34,-5000,42,-33,11524,26,48,-11890,37,-18,11463,-52,48,-7987,50,-25,0,-25,52,-8292,0,-48,6158,-7,19,4329,-2,-15,3780,1,1,-1768,2,-16,-4329,right
59,-1008,31036,24,-1007,30975,-705,1921,-73597,1246,2054,54024,-548,-1440,-17256,-72,-531,-55365,84,46,12560,-86,-64,10304,14,28,14329,-25,-69,-2012,-43,49,-6829,20,-20,792,83,-15,5548,-110,57,-7560,67,-16,14634,34,30,-13902,-27,-20,-3475,-13,20,9329,-28,-7,-10609,15,9,12804,right
254,-1104,22439,177,-799,-33353,-1187,1644,16524,2006,2473,58292,-1027,-1257,-84146,-394,-743,-9146,172,-48,20121,-5,-62,7500,49,-133,5182,-136,86,-18170,138,-167,14207,-63,54,-12865,54,55,8475,-31,5,2378,-13,19,-3902,36,-37,5853,-9,1,-7134,-4,5,5121,24,9,-853,-50,8,-2500,right
-17,-1257,30365,223,-717,19512,-978,1651,-65182,1610,2504,45426,-360,-1220,-15914,-593,-731,-57804,183,-41,30304,-8,-124,12560,-25,-79,7195,-13,-27,-7987,27,5,9878,-58,16,-8353,-21,79,-4207,34,-49,8414,14,31,-9512,10,39,3475,-7,-37,7560,55,-39,-2012,-66,67,-2195,3,-50,5121,right
-41,-1375,27134,381,-867,-3780,-940,1358,-17195,873,3110,-33231,30,-1344,8353,-342,-955,-5060,174,217,6463,-44,-9,6219,-92,-128,10792,16,-108,-487,-27,47,-4573,-29,37,-4939,27,-21,853,35,-9,8536,-27,50,-3841,53,-43,15060,19,-45,-6402,-103,25,-15487,29,39,5000,-7,-28,4573,right
262,-1436,48963,-808,-754,-1524,471,4524,-74695,337,-1515,45000,-410,-667,-25609,162,-20,-17804,76,-80,8170,-41,-82,-2256,-83,24,12926,39,-106,12012,1,93,-10853,19,26,-975,3,-56,4939,-14,33,-8414,1,1,5609,-7,47,243,20,-57,10487,-19,36,-9939,0,88,-914,32,-109,9207,right
229,-1433,19512,5,-578,-8353,-1054,3455,-60304,1436,-17,41036,-785,-958,-15182,155,-446,-5060,-27,141,11646,-14,-34,7378,7,-112,7804,-43,47,-12073,77,-57,10853,-31,15,-6524,35,49,-11768,-1,-27,11463,1,38,-365,0,-17,3292,-25,29,-1524,82,25,60,-34,-102,6951,-70,57,-4756,right
19,-1522,29390,556,-815,21402,-1190,2565,-85121,846,1075,44390,396,-154,0,-666,-1000,-11402,92,-105,-9512,-2,-98,16524,-118,26,-14512,153,-126,-304,-91,89,-426,60,-50,11280,20,0,2865,-61,28,-15487,15,51,7500,24,13,-2012,-11,-61,4390,10,13,1890,2,4,-1707,-9,14,4085,right
33,-1181,-12926,-50,-252,66158,-638,1455,29512,1347,2009,-55853,-519,-1381,-32378,-40,-402,-13719,-188,-155,304,26,-76,13231,25,36,16585,-15,-98,-3292,1,16,-26341,26,-4,17804,13,92,-3048,0,-31,2987,-34,-22,0,6,21,-6341,-43,-10,1158,10,36,2012,43,-46,5975,16,6,0,right
193,-1355,22073,-88,-221,16341,-994,1110,-31768,728,1741,26829,765,47,-26951,-636,-946,-29817,-30,-140,2621,130,-346,19756,-107,71,2804,-20,5,-3902,-87,79,-10548,167,-95,20365,-41,69,-11280,14,15,-2195,-49,1,2073,8,-60,2317,1,-45,16280,32,32,-12256,8,-29,-7134,-47,43,-8292,right
-10,-1189,26585,-122,-362,75243,-320,1058,-107621,1091,3945,-143902,-454,-2475,132134,-88,-743,18292,-51,-21,-1768,49,-56,14085,-183,-9,3963,126,-91,853,-79,20,-10731,32,36,3902,53,-38,-1585,-23,-7,-182,-1,20,1768,30,44,2439,6,-60,9695,-33,-14,-5426,23,-25,7195,-28,-9,-8414,right
15,-979,27560,190,-368,-5365,-529,191,28658,-142,2261,-99207,871,56,-18170,-332,-601,32317,-251,-294,-6707,179,-183,28048,-46,-2,8658,17,-87,5060,-28,38,-7012,68,-50,3414,14,30,-7073,-13,23,304,-56,9,-8231,22,6,8353,43,-19,4512,-59,17,-8536,61,-14,6036,-12,12,-2621,right
57,-1125,36036,-218,-401,14085,-28,614,-2743,-270,1312,-96768,799,1206,33780,-229,-1248,16646,-125,-215,-7012,2,-53,-7317,-15,-146,18170,28,62,-10792,29,-69,8109,0,-19,2560,-32,41,-2621,-33,3,2926,-18,-2,-4024,47,-11,4390,3,-20,-2256,-35,55,-4695,29,-49,6341,-27,10,-8963,right
163,-1329,50060,25,-162,17134,-478,998,-26280,526,2009,914,259,-430,-72987,-400,-954,2987,-1,68,10914,36,-62,11402,-104,-68,9024,-8,-54,10792,-1,-37,-12621,27,-5,-670,-26,5,2804,-18,71,-3475,16,8,6036,20,-27,2682,-18,-41,1829,-23,-7,-3963,-12,46,-4878,6,0,7012,right
