@relation train_small

@attribute ﻿AccX1 numeric
@attribute AccY1 numeric
@attribute AccZ1 numeric
@attribute GyrX1 numeric
@attribute GyrY1 numeric
@attribute GyrZ1 numeric
@attribute AccX2 numeric
@attribute AccY2 numeric
@attribute AccZ2 numeric
@attribute GyrX2 numeric
@attribute GyrY2 numeric
@attribute GyrZ2 numeric
@attribute AccX3 numeric
@attribute AccY3 numeric
@attribute AccZ3 numeric
@attribute GyrX3 numeric
@attribute GyrY3 numeric
@attribute GyrZ3 numeric
@attribute AccX4 numeric
@attribute AccY4 numeric
@attribute AccZ4 numeric
@attribute GyrX4 numeric
@attribute GyrY4 numeric
@attribute GyrZ4 numeric
@attribute AccX5 numeric
@attribute AccY5 numeric
@attribute AccZ5 numeric
@attribute GyrX5 numeric
@attribute GyrY5 numeric
@attribute GyrZ5 numeric
@attribute AccX6 numeric
@attribute AccY6 numeric
@attribute AccZ6 numeric
@attribute GyrX6 numeric
@attribute GyrY6 numeric
@attribute GyrZ6 numeric
@attribute AccX7 numeric
@attribute AccY7 numeric
@attribute AccZ7 numeric
@attribute GyrX7 numeric
@attribute GyrY7 numeric
@attribute GyrZ7 numeric
@attribute AccX8 numeric
@attribute AccY8 numeric
@attribute AccZ8 numeric
@attribute GyrX8 numeric
@attribute GyrY8 numeric
@attribute GyrZ8 numeric
@attribute AccX9 numeric
@attribute AccY9 numeric
@attribute AccZ9 numeric
@attribute GyrX9 numeric
@attribute GyrY9 numeric
@attribute GyrZ9 numeric
@attribute AccX10 numeric
@attribute AccY10 numeric
@attribute AccZ10 numeric
@attribute GyrX10 numeric
@attribute GyrY10 numeric
@attribute GyrZ10 numeric
@attribute AccX11 numeric
@attribute AccY11 numeric
@attribute AccZ11 numeric
@attribute GyrX11 numeric
@attribute GyrY11 numeric
@attribute GyrZ11 numeric
@attribute AccX12 numeric
@attribute AccY12 numeric
@attribute AccZ12 numeric
@attribute GyrX12 numeric
@attribute GyrY12 numeric
@attribute GyrZ12 numeric
@attribute AccX13 numeric
@attribute AccY13 numeric
@attribute AccZ13 numeric
@attribute GyrX13 numeric
@attribute GyrY13 numeric
@attribute GyrZ13 numeric
@attribute AccX14 numeric
@attribute AccY14 numeric
@attribute AccZ14 numeric
@attribute GyrX14 numeric
@attribute GyrY14 numeric
@attribute GyrZ14 numeric
@attribute AccX15 numeric
@attribute AccY15 numeric
@attribute AccZ15 numeric
@attribute GyrX15 numeric
@attribute GyrY15 numeric
@attribute GyrZ15 numeric
@attribute AccX16 numeric
@attribute AccY16 numeric
@attribute AccZ16 numeric
@attribute GyrX16 numeric
@attribute GyrY16 numeric
@attribute GyrZ16 numeric
@attribute AccX17 numeric
@attribute AccY17 numeric
@attribute AccZ17 numeric
@attribute GyrX17 numeric
@attribute GyrY17 numeric
@attribute GyrZ17 numeric
@attribute AccX18 numeric
@attribute AccY18 numeric
@attribute AccZ18 numeric
@attribute GyrX18 numeric
@attribute GyrY18 numeric
@attribute GyrZ18 numeric
@attribute AccX19 numeric
@attribute AccY19 numeric
@attribute AccZ19 numeric
@attribute GyrX19 numeric
@attribute GyrY19 numeric
@attribute GyrZ19 numeric
@attribute AccX20 numeric
@attribute AccY20 numeric
@attribute AccZ20 numeric
@attribute GyrX20 numeric
@attribute GyrY20 numeric
@attribute GyrZ20 numeric
@attribute Label {up,down,left,right}

@data
-960,85,299,-2134,24085,-47560,-3164,-855,159,26219,41829,9085,7062,2456,-1459,95060,-58109,311158,-1626,-1287,1066,-93231,-158292,-229085,-683,-216,75,-32987,81341,-61951,-607,-158,-116,-2134,76890,13963,70,123,145,-365,-15243,1402,5,-48,-115,6036,-1219,-4634,-158,-68,49,-426,9268,5609,97,8,-106,-2073,11219,5609,-62,1,105,609,-5243,-121,68,22,-144,6158,1585,4024,-50,-17,72,1646,-14085,-3048,20,18,-9,2012,121,0,14,-15,-9,-2012,4695,-5182,-11,-9,-19,-2439,2378,243,21,7,-2,182,-2560,1219,-29,0,15,426,2865,2012,19,-42,1,1219,0,-975,-53,0,-22,0,2500,-609,down
-2682,-346,173,-41890,12439,-64207,956,1050,528,27987,-74878,187012,4605,273,-826,65426,71341,56158,-2426,-721,118,-38719,-52134,-175792,-260,77,107,-9573,32439,6707,-207,34,25,-4634,6097,-21158,-78,-24,24,-6768,5792,1280,31,-89,-52,16036,792,-14634,70,-21,24,-8536,-975,3109,-50,-9,12,-3414,-9878,20121,53,0,-56,975,5182,975,9,0,22,-304,-5609,3597,10,-2,-5,2073,5182,2804,-13,10,5,4085,3536,-2682,-6,1,-31,-1890,-365,1585,-40,-20,38,-548,-3841,-3475,14,-1,2,-1280,-1707,975,20,0,-46,2195,1890,2500,39,0,19,487,1829,1585,-33,18,-43,548,5426,-2195,down
-1965,-197,-222,-28719,7378,-57500,638,688,951,-6890,-28414,221158,2480,11,-792,29695,-66341,-37073,-1054,-266,568,-26158,65670,-202865,-176,-116,-442,35609,14451,12378,65,-39,-188,10487,609,21402,-16,-31,167,-19390,-4329,37073,1,-8,-37,487,0,-1036,-17,11,32,4085,2500,-3536,41,-6,12,-853,-1646,1707,13,-34,-96,7012,6646,2743,51,-41,59,-4695,-2682,-609,-65,42,36,-2012,-2804,-3658,-11,-7,-49,2865,2073,4756,40,4,39,-3841,-3536,2682,-61,2,-28,-2134,2987,-1951,40,-38,-15,2560,1646,1463,-3,-2,12,182,365,2378,3,-2,37,2134,-1768,-2134,-18,12,-30,-3292,-4878,-1097,down
-1612,-461,-249,17439,33170,14268,245,365,292,-38536,106768,70243,2448,51,-368,49573,-139756,19024,295,-57,98,-3963,-134329,-96646,-574,-239,420,-35548,11036,-9878,-635,33,-178,7073,154146,-11036,-131,-5,-211,7621,-16829,18475,-96,20,102,-14634,22500,-7926,131,-35,61,3292,-35121,11097,22,59,23,-365,11768,2621,-39,-7,-23,2804,0,-9939,-39,5,-21,6341,-11158,1890,61,-15,-49,7439,-6219,7804,-12,25,15,-4512,5914,-3231,-22,-28,62,-6219,365,-3597,40,20,-52,4817,-5000,2560,-7,-8,84,-5792,12500,-11707,1,-9,-82,8780,-11036,-1036,-60,-36,10,-2317,7439,-182,4,-1,22,-4390,1768,5243,down
-1513,110,170,-22378,-9512,-26463,-991,-14,-73,-1341,9634,94024,3757,1303,-627,72134,34451,125426,335,-445,306,-36280,-112682,-92195,-895,-545,439,-14146,55060,-59329,-889,56,-214,7378,13292,-120426,141,4,154,-2256,14573,39939,-21,-48,-139,13658,-2987,28475,6,-47,-21,-4878,4085,-4756,77,-49,43,-7926,-8902,15670,-3,-28,4,-1707,-5792,-2621,4,-8,18,-3780,365,914,32,13,-1,6341,4756,3780,-77,4,46,-5792,-7073,-3841,24,-17,-47,7256,7256,7134,40,-3,24,-6158,-2865,-2195,-22,11,-46,4634,2682,-1890,-24,0,28,-3719,-2195,-487,20,3,-5,243,487,4451,19,-3,-39,1829,1646,365,down
-2052,-116,995,-15792,82500,-74390,-1669,-248,-1412,73414,44329,145975,7239,861,-783,14512,-181768,108780,-2509,-713,1360,-94329,-81890,-214268,-706,-180,-191,31219,124146,18231,-633,33,64,-12256,53536,-1829,256,124,-49,609,-18048,22134,127,-62,-94,-4695,-39695,-6829,57,-9,95,-7012,12378,-1646,-99,2,-38,12743,4024,1463,-11,26,72,-10975,15731,-6646,-57,-61,-9,2743,-18048,7012,89,1,-145,10548,-11524,8048,-44,15,99,-60,17500,-7743,46,38,-5,8475,-21585,3780,-25,-52,53,-11158,13170,-6097,-27,32,-66,3841,-4207,3109,28,-6,63,-3536,1890,2865,-28,-4,-29,-1036,4939,-3536,47,7,-24,2317,182,60,down
-1904,236,70,-36280,27378,-58536,-511,14,404,7500,-45487,150670,5634,1057,-603,22073,-6951,160731,-1732,-1045,493,22073,-48475,-228597,-1842,-26,-440,27560,56402,-114878,228,62,136,-44085,47804,88231,95,33,55,-4390,-17621,12317,18,10,-42,-426,-18658,-2378,-22,-5,-7,2378,12012,-731,4,8,40,-4817,-487,-2987,-6,-21,19,3292,-4878,-5060,-16,-13,-10,1951,6402,-5426,-10,15,-1,365,-5426,4634,18,-20,-35,1158,1585,-121,-27,36,28,-1402,-4390,-182,-2,-5,0,2195,3414,1158,26,-11,-17,2195,2073,1707,-12,4,-3,-2378,-1097,1646,26,0,13,-4390,-2682,1158,-8,-18,-15,6158,-1219,-4512,down
-1229,-331,337,26097,30670,-39573,-1152,235,-80,27439,58963,61829,3198,636,-628,-18902,10670,131524,1585,-527,-447,23292,-269451,-55365,-1864,71,1897,-117195,86219,-146158,-426,-276,-1232,30426,109207,8536,-164,-42,3,5121,-10182,19451,67,-1,247,-2378,14268,14512,48,-26,-166,22500,-20121,9512,97,64,78,-1097,-15365,6402,-117,-61,-12,426,1341,-14268,12,18,-67,4146,1585,3475,-72,0,4,-1280,-2195,-8719,76,-14,-17,-3414,6951,7682,-138,-27,52,1646,487,-4512,198,23,11,-1280,6646,11585,-34,-35,-69,1951,-5853,-3658,-124,7,-10,-853,-548,-6280,46,14,74,-3658,5060,5792,37,12,-25,1341,-10304,1951,down
-1568,-52,85,-7317,20487,-44756,-1472,935,-213,-3963,-129695,124024,4924,735,127,-6829,93048,191402,-1312,-1287,207,13719,-17439,-295304,-775,-60,-193,7987,36036,-47804,312,105,49,-13048,29024,58414,-139,16,63,6829,-34024,1829,-29,-54,-45,4085,8414,7439,0,41,25,731,243,2500,13,-8,-32,1951,2012,1036,-26,19,-113,8414,243,-2804,33,-31,70,-11707,-1280,3658,-77,6,-1,304,-4939,-5792,57,-2,28,-1463,2987,5792,42,-5,23,670,-1097,1890,-57,6,-60,1280,-3170,-5914,24,-13,75,-3292,2317,2134,-42,20,-86,11524,2804,-1280,45,-24,48,-12073,4756,1036,-48,17,-61,365,-8658,-2195,down
-678,-663,375,26097,-243,-33719,-304,526,-501,58231,40365,52134,-1047,-388,357,-71463,68292,69695,4930,129,-1320,16158,-206524,98414,-1465,291,1626,-55792,-63048,-130000,-866,-342,-364,22865,105609,-27012,-511,144,-179,13292,102256,-38109,-39,23,70,-9024,-40365,4329,169,-88,-120,5487,-11402,7134,-20,33,31,4695,5609,-10060,-81,-42,121,-13170,1646,-609,-26,41,29,1219,6463,6280,47,-38,-176,11280,-8841,1646,-22,-16,9,-914,-1402,-1341,-13,9,87,-7926,9634,-426,-36,-28,-30,3719,-3658,-1707,19,25,21,1097,3536,4817,22,19,0,-182,-5914,4268,2,-27,-30,-792,-2012,-304,-3,-4,24,1341,-5365,-2804,down
-1586,-7,15,-23353,4268,-34878,-1114,175,-444,-16158,-106585,114146,4471,1569,365,31829,180914,150182,-276,-1494,518,-11402,-122926,-139573,-1800,110,-613,13902,45487,-112621,390,18,194,3292,26646,15000,-125,125,57,-4451,-10609,-12621,-58,-29,-67,16402,-6036,4146,9,-39,13,-14085,-60,4390,-12,18,-32,3292,-3841,5000,41,-47,-2,5670,3109,-670,0,47,30,-1097,9329,-6646,49,-52,-20,1280,-8597,4878,-49,-2,-30,243,-3292,-13475,-15,-51,37,-8902,-4329,18048,47,-3,-1,3658,4512,7804,-3,11,-26,487,-304,-2134,-3,-5,22,-243,-1951,-2500,-11,8,-19,1646,-731,-2195,0,-9,12,-670,2439,2012,down
-1224,-385,-177,46402,35000,-10975,-1465,-50,-261,12743,4451,43170,3543,820,624,-31280,-51341,133292,937,-324,-110,-24024,-166341,-80731,-906,-107,450,-47012,82499,-89024,-669,-307,-588,22134,135914,-34085,-250,-25,14,6158,-12987,20975,89,67,201,-2743,12012,15182,117,9,-134,18780,-19756,9573,-129,-6,-50,-853,-23109,-3780,-5,-18,28,-8719,-2439,-7621,37,9,11,5304,2621,-1158,6,-15,33,182,16341,6036,-33,-20,-47,7195,1463,-10121,0,3,-16,-4817,-12682,6158,0,-1,10,-4390,-7865,4939,-6,9,-18,5914,2987,670,-35,-2,-43,-1097,3719,-3841,35,-3,85,-7317,-3963,2439,5,-3,-20,4329,-2865,6646,down
-1035,238,20,-16158,13658,-23963,-2720,-116,-72,-28353,-109024,75975,6185,1596,416,32743,113658,168658,-698,-1245,292,-39878,-61951,-165914,-1750,-116,-742,41829,12073,-73841,-32,61,71,18780,53841,-46890,-14,-25,18,-20609,-4390,22743,-20,32,-58,17500,-3475,8353,86,-81,45,-2439,-5060,31463,-2,14,7,-1524,-1524,-548,44,-14,-12,4817,7134,-2439,-57,11,37,-5853,-5914,-18292,-47,-1,-13,-4756,-3231,18597,57,-26,-24,4756,3231,1890,-21,29,26,-5487,-6341,-3963,15,-54,-37,2073,1036,3658,-77,64,25,8658,2987,-7560,93,-24,12,3536,6463,7500,-67,-18,-26,-2865,-8353,-6524,49,-7,12,426,1463,6768,down
-1526,197,196,42560,92012,-56097,-1868,-252,-781,49878,-77621,-19634,4876,278,1187,-100182,-107439,269695,745,-471,720,-124451,17743,-138780,-2100,-313,-1250,112195,56951,-55060,-90,80,-273,16402,39695,-15365,81,130,427,-19573,15487,9024,133,-19,-204,18353,-38719,11524,-77,2,-102,8292,3292,4573,-69,14,-60,-2560,-5487,-5731,-90,-24,86,2256,-365,-12439,34,14,2,-5182,11341,3048,-29,9,98,-7134,-8780,-12804,-17,-5,-51,4451,-243,4329,-9,-20,-12,1036,7073,5914,-33,-20,-76,609,-7987,1524,103,10,63,-4207,8780,9817,-97,7,8,7012,-18841,-11707,-16,-7,-36,-2743,15060,5182,81,17,43,-1646,6280,7317,down
-1875,38,-257,-22439,-11585,-20487,227,491,777,-60243,-6097,128963,3339,888,-486,136097,-43109,138963,-1065,-1069,0,-72439,27865,-201402,-527,-19,-94,7317,8353,-111280,-118,137,177,-3170,13353,30121,-36,-14,-48,17560,-1646,14207,-18,-34,24,-2012,3536,6341,24,12,-44,-1097,5609,-2256,-28,3,31,-1341,-5243,9451,41,-36,50,-4329,-792,5304,-43,29,-16,1280,-2500,-5853,31,-14,-31,5304,4878,2560,-10,26,14,-2256,-2378,-914,9,-19,-19,7560,0,-609,-24,-7,7,-8658,-2012,-2256,5,4,-22,3353,4329,2500,1,0,25,-2439,-2865,-1280,48,5,-3,487,1768,4329,-27,-9,10,-2500,-975,-1585,down
-890,-521,39,914,27621,-18902,21,488,-425,68597,15914,36158,-1041,-311,255,-9695,21768,33170,810,191,452,-56402,-96280,60121,3914,777,252,-25487,-52256,32743,-2021,-1073,-890,-1890,43231,-229329,-488,39,141,34024,77743,50548,-236,54,50,-11707,-4878,28109,-46,68,163,-6158,-23597,4024,23,-30,-105,10060,-18780,2073,43,26,-42,8780,7500,4634,-53,0,30,-4207,1951,-10975,11,-7,47,-3963,-2865,7987,-50,-24,-9,2500,2012,1158,69,-14,-49,1890,13536,1402,73,18,-1,-2378,-17073,609,-110,33,-27,2804,-1951,-9817,0,-12,-14,-365,11402,792,21,-11,48,-1463,-731,2073,-67,-21,-28,4573,-7012,-3048,down
-1477,-98,-19,-56524,46036,7560,335,520,769,1646,-36890,47682,3996,239,-525,60000,-95365,231158,-1456,-406,505,-51402,36524,-165426,-1567,112,-619,37560,65365,-158658,185,1,103,1951,15853,10975,30,-15,-75,-3109,-20670,27195,-27,-29,-42,7865,-304,-2317,23,9,74,-5121,-121,-3048,-12,-34,-83,3658,-4573,1097,15,-3,5,0,-60,-1585,-33,48,2,1829,1402,-1951,69,-70,58,-3963,5304,9939,-108,-24,-145,10121,-6158,-13170,62,-29,110,-8841,304,11707,-6,62,-16,2743,-1951,-426,-28,-15,-82,2500,-3475,1097,54,-43,84,-7195,3292,121,-42,12,-75,60,-1402,-4878,82,-37,-25,5670,1280,-548,down
-1092,-142,199,-10304,83170,-90487,-2383,181,-168,56646,-105792,32865,3220,435,-98,-80060,-9817,242621,2832,-289,369,-7378,19573,-75975,-1911,-465,-295,22865,-68902,-126402,-601,-2,-297,37195,105121,26036,34,108,204,-21768,-10731,5670,17,11,149,-8231,7317,2256,-219,-39,-118,10060,-18536,-9695,133,2,5,-2926,-6585,2256,-10,-12,27,1341,6951,3231,-9,23,15,-5609,-8902,-12134,-52,29,-73,2926,13170,6280,9,-14,25,-3536,-4573,2926,1,-3,-34,1707,-9146,-548,-34,-8,42,1402,1097,-2073,27,6,-30,243,1219,3475,7,-9,-11,2500,1341,-1341,-44,0,29,-2378,2256,-2256,41,14,-9,-3841,1951,3292,down
-1294,80,-197,-14817,25975,-24756,-789,52,851,-76463,-51890,64390,3741,1979,-1037,212134,-8841,190853,-840,-1675,841,-164695,-16646,-163536,-828,-127,-471,55609,23475,-103780,-2,146,71,60,64512,-4817,-12,-51,-18,-3170,-20792,22621,-107,-1,27,-10731,-121,-11097,79,-50,-33,7804,-19329,25121,-43,5,0,-2865,-182,-487,50,2,-39,4451,1707,-1341,-3,2,78,-11768,2987,1585,22,-43,-22,10731,2378,3536,28,-9,16,-5243,-3170,-4085,-55,19,20,731,3048,-2439,-8,5,-16,1463,-4024,1951,2,-5,-35,2439,1524,3963,45,-17,29,4573,2439,-670,-26,-6,-27,-7500,-6829,-1524,20,23,20,-3231,2987,-792,down
-2371,-157,338,46829,42804,-72317,-1332,-532,-536,2195,6829,120731,6210,1178,-164,8536,-104451,164939,-2068,-322,997,-126158,-54024,-268475,-430,-312,-715,45731,111158,-5914,-170,-149,95,15609,25304,14573,239,-6,-117,0,3475,39146,-62,-9,64,2439,-20914,-3963,88,-25,-17,16280,-15121,30182,-64,19,22,0,10548,-17317,36,-33,-125,4634,-4512,3353,-25,6,103,-10121,14207,-5365,64,22,-32,7378,-182,15182,-150,8,-86,4817,1280,-24817,7,40,21,-1097,-6951,2743,28,-37,-3,914,-10609,14207,-43,-7,-11,5304,-4024,8109,-20,-2,-3,-7865,2073,4024,36,51,17,-1036,-10853,-11646,56,-5,-19,1646,9146,-1707,down
-29,42,1033,8353,49634,52317,-150,849,-1123,110060,36280,33780,-62,-646,-1387,72743,11341,-87865,469,227,-682,-77500,-134024,-12621,-154,-411,1143,-75426,24634,-426,-64,-191,192,-39207,9146,-11890,23,80,352,-1158,-3109,28170,63,0,-56,426,7500,-3414,-54,-2,-89,670,1951,-9695,65,11,31,-5792,-9573,-853,16,17,61,-2073,1646,3292,-7,0,36,5853,5914,-1890,-39,-49,2,-5731,3353,-4085,25,-5,-54,5426,-3841,4878,11,62,26,8780,-13597,6646,-1,-77,80,1402,609,-17987,-1,-3,-18,-9939,16707,7439,20,42,-47,-3109,6097,6951,3,-34,-23,9268,-4573,-8475,-11,-28,59,-8597,-2073,-1585,left
-386,174,1178,-5121,-9817,8048,22,348,-190,112682,45365,1036,66,-133,-1517,69390,43048,-2804,167,-251,-648,-5731,-37317,24756,20,-157,542,-97926,-44512,-25975,200,17,463,-62621,-10487,4756,-114,-105,155,-5853,3109,-2256,73,88,-54,-2865,10853,1402,-68,-83,-15,-10182,9268,-13414,-20,77,76,17134,-16829,14939,65,20,-5,-853,-121,3475,-92,-106,30,-10609,7621,-6158,55,117,-31,3109,3109,6585,8,-11,33,-5487,-548,3414,-27,4,6,10670,-4146,-3658,40,41,-28,-3475,3536,-2865,-30,-80,-21,-5121,426,-6341,0,20,10,5853,-3109,5914,26,47,-12,121,-853,1341,-26,-24,72,-1036,914,-3719,left
-266,176,1283,-10609,-11219,-16890,71,266,91,98170,19024,54573,0,303,-859,105365,1707,-32317,209,-51,-1856,25060,70304,-9573,22,-638,91,-99939,-55609,13170,-1,-2,749,-97256,-12560,1402,-75,20,401,-20060,-15731,11463,69,50,48,-5975,-1524,-13414,-26,-46,13,487,1585,-10304,22,29,-11,4939,3353,-4207,0,-12,0,6158,-1524,2926,-20,-24,0,-792,426,2987,-40,-78,-10,-11768,10792,-6951,23,33,1,3536,-5365,7317,33,56,-10,1890,-2195,3841,-37,-34,47,1158,-914,-3475,3,38,-20,121,487,3231,50,-30,-33,-4695,5731,-2439,-26,25,53,5853,-9573,487,10,-2,-66,-5914,7560,-2134,left
8,252,1124,-34939,-37012,304,-305,423,272,114329,52378,3719,838,313,-2031,126707,35121,34695,-583,-1511,-479,12378,-86524,-78231,154,836,470,-119329,42073,96524,-167,-386,422,-83841,17439,-40731,-38,-62,290,-12987,-24878,4390,146,192,18,9939,0,8780,-2,53,22,5121,-9756,-9695,-5,-106,-26,-10792,9817,-20731,-73,-42,17,3780,-4939,3536,-19,-11,48,-6829,60,-9085,-2,0,-11,670,4329,548,20,29,-41,1097,-121,8719,21,-16,-28,1768,-2865,-609,-1,15,43,-1646,1219,-3109,-34,-37,-15,-1646,1463,243,37,-11,-41,-3414,3719,792,-13,27,73,-487,-6158,2560,3,5,8,670,3719,-1646,left
1067,-83,-258,7621,-10487,1951,-928,232,261,36524,43353,-6219,-64,-284,168,-27621,-27500,-1768,65,-16,-53,-26585,-25243,6158,-77,-12,56,29451,-29451,-33231,5,81,115,-31280,49817,65609,-43,-15,97,43109,-426,13231,69,-50,-256,-7621,48963,-51158,51,4,-75,-7621,-5000,6585,-50,73,-90,-9695,-12256,2804,-3,-77,19,-1036,-15548,-6829,41,-21,-83,-14024,8414,1585,8,-74,-17,6158,-5670,-4085,-53,145,96,6646,-7256,7682,-80,-116,-46,-21890,22560,-12865,10,-47,-85,-10304,2073,12073,62,64,143,5426,-23780,19817,47,138,38,10731,-10182,10609,-12,-62,-61,-914,6463,-20609,-25,-23,26,18780,-5426,-3902,left
158,108,1028,2743,24512,-4024,-242,443,1636,70365,-69939,-8597,38,191,-3760,172865,72195,4512,-426,-690,-401,-4146,-59634,14329,371,126,956,-143475,3292,5000,114,-243,281,-92560,20975,-28719,-40,34,225,-2439,-18292,8658,7,-15,4,-4878,21646,2804,47,64,113,-609,-121,10121,4,38,3,17012,-5609,2195,-61,-94,2,-243,5975,-7865,37,62,-35,-6341,7804,3414,18,23,27,-182,-3414,1585,-19,-22,-11,-4695,-548,-8048,-37,-69,-12,3719,3597,-2439,40,45,-12,2378,-4573,8109,-23,2,1,1646,-2012,0,12,-21,4,-3231,4573,-3658,5,30,17,-4207,1036,0,-13,-43,-9,6951,-3109,1036,left
55,438,1406,6280,-3719,7134,-272,-27,167,89512,-29207,-2560,308,375,-1765,60121,33292,24268,-70,-353,-708,-2256,10914,-14878,1,-352,-337,-57378,16158,-27134,7,-88,1002,-74451,-42073,23780,-44,82,204,-22865,4939,3780,24,16,-3,3353,12500,-6768,-20,3,0,-11097,2743,-4390,48,42,86,1036,-5060,-2195,-32,-77,-32,5548,-1585,-3902,0,75,12,-426,1402,5975,-33,-84,4,-6646,8597,-8780,57,75,10,12865,-16097,11646,-22,-20,20,-3292,5914,-6707,19,25,-26,121,2134,3780,-5,-26,-21,-1646,3780,-4817,-29,-22,-4,1463,-4512,1280,40,13,37,-1829,-1707,3719,-12,-6,-5,-487,2865,-2621,left
52,120,1207,6524,3536,-13963,-486,219,618,73353,-22865,-4268,297,606,-2208,94085,79329,64634,114,-653,-943,2134,-19573,-31280,-77,-394,426,-85731,-87256,-18719,145,72,529,-69268,45182,20670,-79,-62,191,-11829,4451,-13292,2,4,152,-2195,1097,-8048,25,59,-43,-365,609,9329,13,25,8,-4329,-7073,731,41,-36,1,365,-1707,-2439,-71,6,51,-121,-1585,-3719,-22,5,26,-6036,8597,-5426,42,-5,-78,5975,-975,4878,-8,-22,46,365,-4329,2439,-11,19,3,-4451,3841,792,28,11,-42,-365,-304,-4512,-18,-33,-5,-4573,3475,-4451,8,-12,15,6036,-5914,6829,1,53,2,-1951,2378,-60,left
-252,134,1359,52987,-13109,-16951,263,387,-219,65853,23292,24878,275,274,-1924,57865,25609,8353,-357,-826,-534,-1280,-29573,-8170,213,294,504,-75792,-17926,43536,-42,-198,541,-89939,11402,-32134,-180,-64,264,-13414,-7743,-14390,75,35,29,8902,5243,792,5,63,52,-4024,3292,-670,40,5,-69,10487,-5792,7012,-28,-64,46,-14146,9268,-18536,-32,-3,27,8841,-8048,-792,-13,12,-30,-3231,6829,3963,15,6,3,-3536,-4207,-60,-36,-20,40,6402,-4451,2073,53,-1,-69,-5487,4695,4390,0,70,96,1707,-3536,-853,2,-61,-99,0,7134,-6036,-38,-46,6,-1036,1341,-3231,41,50,20,3597,-4329,8231,left
-314,1,1248,-25487,16219,-26219,192,314,358,67012,37804,17560,168,673,-1317,239695,-90243,11829,551,-418,-2511,-71463,19146,-1585,-600,-216,1246,-97621,-9573,46341,-24,-430,516,-116402,76646,-41402,7,9,426,-37682,-35426,-12926,48,13,24,30243,-25000,15243,-8,18,-35,5060,3902,-4573,-39,-64,59,-6097,10609,-13353,-16,-40,-21,2195,-3902,-304,35,29,0,12621,-5304,8597,-63,4,-6,5000,17378,5548,77,48,-18,-4085,-18536,-2500,20,-43,-8,1402,-3780,-853,-84,-43,36,-17317,15792,-11890,37,37,11,7743,-10670,10365,-14,0,-35,8902,-1951,5365,35,4,39,-3719,4146,-2743,6,20,12,-5243,121,-3170,left
-94,-138,1356,-2317,-18902,-9085,-419,542,1354,-29939,64634,23475,1088,1131,-2955,217500,-46768,37256,-521,-1051,-1089,28414,-6158,-47560,127,24,256,-71158,-27560,34451,-152,-541,561,-129634,81341,-39390,-31,-69,442,-38597,-35609,-2134,45,64,31,21219,-10121,13536,-51,25,50,8048,-2865,-4329,-12,21,-11,-6097,2804,-7439,6,-42,12,365,2439,-2378,0,3,-35,8109,-5914,6402,-16,-23,-20,-2804,4512,-3353,-16,-8,33,-4512,5304,-548,22,10,14,121,-6768,121,-7,26,4,2926,-1402,1036,-18,-13,6,-121,6036,-1524,31,-30,-26,1097,-609,1890,1,53,22,670,-3719,304,-20,-39,-15,-670,914,-1829,left
-69,83,1312,1280,-4634,7073,-151,189,-133,98902,62500,14634,268,844,-848,85060,-35731,2865,287,-367,-1465,58719,-48780,6707,0,-366,-256,-73048,-39512,6463,-334,-344,1007,-140548,37621,-37195,-13,11,294,-45487,47012,-5487,5,-21,27,12926,-9390,17804,25,17,94,-7560,-5853,-3109,7,1,-43,2012,60,-6219,-17,1,30,-11280,-6707,-121,-73,40,-13,-17926,-6280,14024,83,1,32,26829,8841,-23170,-66,-63,-39,7987,9695,-3475,77,26,-10,6402,-6524,10853,-7,-28,-1,-4390,-487,-670,-4,28,39,-243,-1890,1646,0,3,15,-1158,365,-1463,5,-4,16,2987,-2560,609,-31,-14,-38,853,3414,-2987,left
-86,187,1005,2195,61036,2500,11,561,141,84634,-52621,6280,368,121,-2421,90975,18048,-2439,-150,-833,-505,-6707,-19329,-22743,-164,64,936,-137134,-12926,20304,-42,-198,569,-57682,32439,-7317,147,113,124,2195,-24390,20365,-13,-14,4,7621,-10548,-1524,-112,1,158,-14329,12926,-14634,80,37,19,14085,-1524,4634,31,-28,-58,14817,-9390,-304,-30,4,-11,5121,4512,0,-5,-25,-73,-5060,3414,-4817,-35,-26,51,-2317,-4573,-3048,24,26,33,3902,-2743,7987,-22,-3,-13,-3048,3292,-4390,48,32,-16,-365,1707,3353,-40,-23,4,-2134,-6036,-1097,2,-6,22,1707,1280,609,16,-4,-20,-1707,2560,-1158,left
-413,-203,900,-3902,-42560,-20000,-141,61,528,40548,16524,41463,435,754,-263,80670,-6768,33963,201,339,-729,22804,63780,-26158,-94,-788,-1431,-27987,-19390,-40487,-42,-154,408,-47073,-30731,29146,117,-160,261,-54207,50487,-16829,13,132,196,-16646,-20182,4207,-187,-32,99,-2560,-1341,-11768,33,31,67,3109,-8109,11524,156,102,-7,3170,-914,1158,-69,-77,-3,-1402,7256,-9268,-29,-6,-25,7134,-7926,2804,23,-18,23,-3536,609,3597,15,33,10,-1402,3109,-2621,-8,-29,-12,2926,-4817,-2073,-15,43,19,-2317,5487,1585,9,-41,-19,-365,2378,-1890,-6,11,-20,4634,-8536,1463,-2,-2,37,-4878,914,-1890,left
